# Tetrahedron method
       -0.6716923474        0.0000000000
       -0.6314733320        0.0000000000
       -0.5912543166        0.0000000000
       -0.5510353012        0.0000000000
       -0.5108162858        0.0000000000
       -0.4705972704        0.0000000000
       -0.4303782550        0.0000000000
       -0.3901592396        0.0000000000
       -0.3499402242        0.0000000000
       -0.3097212088        0.0000000000
       -0.2695021934        0.0000000000
       -0.2292831780        0.0000000000
       -0.1890641626        0.0000000000
       -0.1488451472        0.0000000000
       -0.1086261318        0.0000000000
       -0.0684071164        0.0000000000
       -0.0281881010        0.0000000000
        0.0120309144        0.0000097324
        0.0522499298        0.0001557186
        0.0924689452        0.0004768883
        0.1326879606        0.0009732415
        0.1729069760        0.0016447781
        0.2131259914        0.0024914982
        0.2533450068        0.0035134018
        0.2935640222        0.0047104889
        0.3337830376        0.0060827594
        0.3740020530        0.0076302133
        0.4142210684        0.0093528508
        0.4544400838        0.0112506717
        0.4946590992        0.0133236761
        0.5348781146        0.0155718640
        0.5750971300        0.0207028141
        0.6153161454        0.0290937090
        0.6555351608        0.0363493341
        0.6957541762        0.0424696894
        0.7359731916        0.0478800225
        0.7761922070        0.0534614842
        0.8164112224        0.0592411072
        0.8566302378        0.0653208736
        0.8968492532        0.0724125431
        0.9370682686        0.0806531058
        0.9772872840        0.0900425618
        1.0175062994        0.1008886913
        1.0577253148        0.1184569520
        1.0979443302        0.1336962658
        1.1381633456        0.1465652699
        1.1783823610        0.1597854677
        1.2186013764        0.1733568592
        1.2588203918        0.1892210642
        1.2990394072        0.2109562119
        1.3392584226        0.2310286106
        1.3794774380        0.2523732333
        1.4196964534        0.2750337682
        1.4599154688        0.3028636037
        1.5001344842        0.3373157615
        1.5403534996        0.3696704443
        1.5805725150        0.4112314774
        1.6207915304        0.4620035896
        1.6610105458        0.5114577095
        1.7012295612        0.5621095507
        1.7414485766        0.6182207686
        1.7816675920        0.6819791823
        1.8218866074        0.7937171720
        1.8621056228        0.9518669057
        1.9023246382        1.1371898993
        1.9425436536        1.5839940590
        1.9827626690        1.7977499150
        2.0229816844        2.1228920865
        2.0632006998        2.3967628860
